Order_ID,Order_Date,Customer_ID,Customer_Name,Gender,Age,City,State,Region,Category,Sub_Category,Product_Name,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Payment_Mode,Delivery_Status,Customer_Rating,Salesperson
ORD-00664,2024-05-12,CUST-3835,Om Mehta,Female,39,Saket,Delhi,North,Clothing,Women Wear,Dress,2,2121.06,0.05,4030.02,3484.52,545.5,Net Banking,Delivered,3.0,Sneha Sharma
ORD-00665,2024-04-13,CUST-1889,Kiara Shaikh,Female,24,Salem,Tamil Nadu,South,Furniture,Chair,Study Chair,6,2537.1,0.05,14461.44,13272.44,1189.01,UPI,Delivered,1.0,Amit Verma
ORD-00666,2025-12-01,CUST-5607,Arjun Kadam,Male,47,Coimbatore,Tamil Nadu,South,Furniture,Chair,Study Chair,6,2427.15,0.15,12378.46,9753.1,2625.35,UPI,Delivered,2.0,Om Kadam
ORD-00667,2024-08-15,CUST-5584,Sakshi Patil,Male,23,Bengaluru,Karnataka,South,Electronics,Accessories,Power Bank,5,1508.14,0.0,7540.71,6506.49,1034.22,UPI,Delivered,2.0,Om Kadam
ORD-00668,2024-07-31,CUST-5357,Sneha Verma,Male,36,Nashik,Maharashtra,West,Clothing,Footwear,Sandals,4,1001.74,0.0,4006.95,3034.57,972.38,Debit Card,Delivered,2.0,Karan Mehta
ORD-00669,2025-01-30,CUST-1292,Neha Jadhav,Male,53,Rajkot,Gujarat,West,Furniture,Storage,Wardrobe,4,21589.32,0.05,82039.43,69588.52,12450.91,Debit Card,Delivered,4.0,Om Kadam
ORD-00670,2024-04-03,CUST-9226,Vivaan Singh,Female,26,New Delhi,Delhi,North,Grocery,Beverages,Juice Bottle,7,137.7,0.0,963.87,793.19,170.68,Net Banking,Delivered,4.0,Amit Verma
ORD-00671,2024-08-16,CUST-8869,Karan Khan,Female,24,Karimnagar,Telangana,South,Furniture,Table,Work Desk,4,8075.3,0.0,32301.2,22956.67,9344.53,Cash,Delivered,5.0,Amit Verma
ORD-00672,2024-07-14,CUST-7948,Atharv Reddy,Male,30,Pune,Maharashtra,West,Furniture,Table,Dining Table,7,19689.54,0.2,110261.42,91031.84,19229.58,Cash,Delivered,1.0,Amit Verma
ORD-00673,2024-03-17,CUST-1572,Sneha Gupta,Male,23,Surat,Gujarat,West,Clothing,Men Wear,T-Shirt,5,645.86,0.15,2744.89,2308.92,435.97,UPI,Pending,2.0,Amit Verma
ORD-00674,2024-12-24,CUST-7941,Pooja Joshi,Female,54,Kolkata,West Bengal,East,Grocery,Beverages,Tea Pack,7,319.35,0.15,1900.11,1676.38,223.73,Debit Card,Delivered,1.0,Om Kadam
ORD-00675,2024-01-10,CUST-9128,Anaya Gupta,Male,37,Howrah,West Bengal,East,Grocery,Beverages,Coffee Pack,1,411.54,0.1,370.38,280.9,89.48,UPI,Delivered,4.0,Sneha Sharma
ORD-00676,2025-03-14,CUST-1597,Neha Jadhav,Female,34,Chennai,Tamil Nadu,South,Clothing,Men Wear,Jacket,3,2603.36,0.1,7029.07,5586.04,1443.03,UPI,Delivered,5.0,Sneha Sharma
ORD-00677,2024-01-06,CUST-1665,Sneha Kadam,Male,42,Saket,Delhi,North,Electronics,Mobile,Realme Narzo,1,11813.47,0.1,10632.13,7907.73,2724.39,Credit Card,Delivered,4.0,Om Kadam
ORD-00678,2024-05-23,CUST-6463,Neha Sharma,Male,25,Howrah,West Bengal,East,Clothing,Women Wear,Kurti,1,931.63,0.15,791.88,596.47,195.41,UPI,Pending,3.0,Neha Singh
ORD-00679,2024-07-20,CUST-9780,Atharv Khan,Male,50,New Delhi,Delhi,North,Furniture,Table,Coffee Table,1,4615.69,0.15,3923.34,3910.35,12.99,Credit Card,Delivered,3.0,Neha Singh
ORD-00680,2024-11-14,CUST-3986,Arjun Patil,Female,29,Howrah,West Bengal,East,Clothing,Women Wear,Saree,1,2480.59,0.0,2480.59,1785.64,694.95,Credit Card,Delivered,1.0,Priya Joshi
ORD-00681,2025-11-27,CUST-5311,Priya Kadam,Male,23,Hubli,Karnataka,South,Furniture,Storage,Shoe Rack,1,2519.27,0.2,2015.41,1700.99,314.42,UPI,Delivered,4.0,Om Kadam
ORD-00682,2024-05-13,CUST-8292,Sneha Kulkarni,Female,42,Vadodara,Gujarat,West,Clothing,Footwear,Formal Shoes,3,2852.82,0.0,8558.46,6653.48,1904.98,Credit Card,Delivered,2.0,Neha Singh
ORD-00683,2024-04-15,CUST-4241,Rahul Deshmukh,Male,55,Jaipur,Rajasthan,North,Grocery,Personal Care,Soap Pack,3,192.81,0.05,549.52,456.67,92.85,Net Banking,Delivered,2.0,Sneha Sharma
ORD-00684,2024-05-20,CUST-8990,Om Iyer,Male,48,Rohini,Delhi,North,Grocery,Personal Care,Toothpaste,7,147.52,0.15,877.77,787.75,90.02,Debit Card,Delivered,5.0,Om Kadam
ORD-00685,2025-02-18,CUST-6257,Kabir Reddy,Male,45,Bengaluru,Karnataka,South,Furniture,Table,Work Desk,1,7880.07,0.1,7092.07,5350.18,1741.88,UPI,Delivered,1.0,Neha Singh
ORD-00686,2025-09-08,CUST-3886,Arjun Joshi,Male,43,Vadodara,Gujarat,West,Grocery,Beverages,Coffee Pack,2,394.59,0.0,789.18,579.17,210.01,UPI,Delivered,2.0,Karan Mehta
ORD-00687,2024-07-31,CUST-1789,Ishaan Joshi,Female,29,Udaipur,Rajasthan,North,Furniture,Chair,Office Chair,5,5803.36,0.05,27565.97,21323.93,6242.04,Cash,Delivered,4.0,Sneha Sharma
ORD-00688,2024-10-18,CUST-2231,Atharv Sharma,Male,30,Ahmedabad,Gujarat,West,Furniture,Chair,Gaming Chair,2,12560.92,0.0,25121.85,19797.39,5324.45,Unknown,Delivered,5.0,Rohan Patil
ORD-00689,2025-05-11,CUST-2308,Karan Kulkarni,Male,34,Jodhpur,Rajasthan,North,Electronics,Mobile,Realme Narzo,6,12105.16,0.05,68999.41,57408.48,11590.93,UPI,Delivered,3.0,Rohan Patil
ORD-00690,2025-03-06,CUST-5480,Neha Mehta,Male,43,Hubli,Karnataka,South,Furniture,Chair,Study Chair,3,2328.16,0.1,6286.04,4725.87,1560.17,UPI,Delivered,5.0,Sneha Sharma
ORD-00691,2024-11-03,CUST-7728,Ishaan Singh,Female,18,Madurai,Tamil Nadu,South,Grocery,Personal Care,Shampoo,2,244.32,0.0,488.64,306.11,182.52,Credit Card,Delivered,4.0,Om Kadam
ORD-00692,2024-04-14,CUST-9837,Kabir Shaikh,Male,56,New Delhi,Delhi,North,Electronics,Accessories,Mouse,5,574.52,0.0,2872.58,2034.37,838.22,UPI,Delivered,3.0,Priya Joshi
ORD-00693,2025-01-05,CUST-5287,Ishaan Joshi,Male,34,Jodhpur,Rajasthan,North,Clothing,Footwear,Sandals,6,958.02,0.05,5460.73,4447.56,1013.18,Cash,Delivered,2.0,Karan Mehta
ORD-00694,2024-08-26,CUST-2667,Priya Mehta,Female,41,Saket,Delhi,North,Grocery,Personal Care,Toothpaste,6,145.12,0.0,870.74,757.54,113.19,UPI,Delivered,5.0,Amit Verma
ORD-00695,2025-12-06,CUST-4064,Riya Reddy,Female,52,Jodhpur,Rajasthan,North,Furniture,Chair,Gaming Chair,4,12399.86,0.0,49599.44,42210.05,7389.39,Debit Card,Delivered,5.0,Priya Joshi
ORD-00696,2025-03-16,CUST-6190,Karan Shaikh,Male,40,Surat,Gujarat,West,Clothing,Men Wear,Formal Shirt,2,1401.79,0.1,2523.22,1792.22,731.01,UPI,Delivered,4.0,Om Kadam
ORD-00697,2024-01-09,CUST-8972,Sneha Kulkarni,Male,23,Rohini,Delhi,North,Clothing,Women Wear,Kurti,1,947.14,0.0,947.14,812.6,134.55,UPI,Delivered,2.0,Priya Joshi
ORD-00698,2025-06-03,CUST-4541,Kiara Kulkarni,Female,33,Ahmedabad,Gujarat,West,Grocery,Beverages,Juice Bottle,1,150.05,0.05,142.55,113.32,29.23,UPI,Delivered,4.0,Rohan Patil
ORD-00699,2025-06-05,CUST-7331,Neha Jadhav,Male,18,Kolkata,West Bengal,East,Grocery,Personal Care,Soap Pack,3,192.23,0.1,519.01,425.52,93.49,Credit Card,Delivered,5.0,Sneha Sharma
ORD-00700,2025-06-28,CUST-9974,Pooja Deshmukh,Male,18,Warangal,Telangana,South,Furniture,Table,Work Desk,4,8478.62,0.2,27131.57,28126.09,-994.52,Cash,Delivered,1.0,Sneha Sharma
ORD-00701,2025-01-03,CUST-7460,Aditya Kadam,Female,49,Vadodara,Gujarat,West,Clothing,Women Wear,Dress,4,2146.64,0.0,8586.57,5542.56,3044.01,Credit Card,Delivered,3.0,Sneha Sharma
ORD-00702,2025-12-17,CUST-4091,Sara Joshi,Male,34,Ahmedabad,Gujarat,West,Grocery,Personal Care,Soap Pack,7,209.13,0.2,1171.12,1221.35,-50.23,Debit Card,Delivered,1.0,Karan Mehta
ORD-00703,2025-01-21,CUST-4349,Vivaan Singh,Male,60,Jaipur,Rajasthan,North,Clothing,Men Wear,Jeans,2,1692.75,0.0,3385.51,2919.83,465.67,Credit Card,Delivered,2.0,Rohan Patil
ORD-00704,2024-01-01,CUST-4401,Rahul Joshi,Male,25,New Delhi,Delhi,North,Clothing,Women Wear,Dress,2,1858.25,0.05,3530.67,2424.46,1106.2,Net Banking,Delivered,5.0,Rohan Patil
ORD-00705,2024-10-25,CUST-6273,Diya Reddy,Male,27,Chennai,Tamil Nadu,South,Furniture,Chair,Gaming Chair,2,11788.37,0.0,23576.74,18727.39,4849.36,Net Banking,Returned,1.0,Priya Joshi
ORD-00706,2025-03-20,CUST-5240,Kabir Sharma,Male,56,Rajkot,Gujarat,West,Clothing,Women Wear,Kurti,6,950.03,0.05,5415.16,4199.33,1215.84,Cash,Delivered,3.0,Om Kadam
ORD-00707,2025-02-17,CUST-4416,Priya Khan,Male,39,New Delhi,Delhi,North,Clothing,Women Wear,Kurti,5,1015.37,0.0,5076.87,3818.44,1258.44,Debit Card,Returned,3.0,Sneha Sharma
ORD-00708,2025-06-08,CUST-8586,Kiara Iyer,Male,30,Madurai,Tamil Nadu,South,Grocery,Packaged Food,Rice Bag,7,838.26,0.05,5574.42,4100.86,1473.55,UPI,Delivered,1.0,Om Kadam
ORD-00709,2024-10-23,CUST-7564,Atharv Singh,Male,45,Jaipur,Rajasthan,North,Electronics,Mobile,Realme Narzo,5,12446.01,0.0,62230.06,43899.4,18330.67,UPI,Delivered,1.0,Neha Singh
ORD-00710,2024-05-17,CUST-3511,Kabir Kadam,Male,34,Salem,Tamil Nadu,South,Grocery,Personal Care,Soap Pack,1,189.64,0.0,189.64,140.52,49.11,Net Banking,Delivered,3.0,Neha Singh
ORD-00711,2024-01-20,CUST-8849,Riya Jadhav,Female,57,Kolhapur,Maharashtra,West,Electronics,Laptop,Asus Vivobook,2,47171.84,0.05,89626.51,70194.77,19431.73,Credit Card,Delivered,2.0,Amit Verma
ORD-00712,2024-05-15,CUST-5323,Kabir Patil,Male,34,Mumbai,Maharashtra,West,Electronics,Mobile,Realme Narzo,2,11848.82,0.0,23697.64,15922.17,7775.46,UPI,Delivered,1.0,Sneha Sharma
ORD-00713,2025-11-07,CUST-7791,Vivaan Gupta,Female,28,Ahmedabad,Gujarat,West,Grocery,Packaged Food,Rice Bag,6,949.56,0.05,5412.48,4148.69,1263.8,Net Banking,Delivered,4.0,Om Kadam
ORD-00714,2025-07-13,CUST-7794,Kiara Kadam,Female,21,Jodhpur,Rajasthan,North,Furniture,Table,Work Desk,3,8038.93,0.0,24116.8,20045.08,4071.72,UPI,Delivered,5.0,Priya Joshi
ORD-00715,2025-02-13,CUST-8024,Ishaan Joshi,Male,36,Hubli,Karnataka,South,Electronics,Mobile,OnePlus Nord,5,24611.17,0.1,110750.27,98629.06,12121.21,UPI,Delivered,5.0,Karan Mehta
ORD-00716,2025-12-17,CUST-8310,Priya Kulkarni,Female,37,Mysuru,Karnataka,South,Grocery,Packaged Food,Cooking Oil,5,775.64,0.1,3490.37,2906.58,583.8,Cash,Delivered,1.0,Neha Singh
ORD-00717,2024-10-29,CUST-8923,Neha Reddy,Male,25,Howrah,West Bengal,East,Furniture,Chair,Study Chair,1,2651.83,0.0,2651.83,2134.28,517.55,Debit Card,Delivered,3.0,Neha Singh
ORD-00718,2024-06-25,CUST-2821,Priya Mehta,Male,50,Rohini,Delhi,North,Electronics,Laptop,Asus Vivobook,5,48349.72,0.05,229661.17,183873.76,45787.41,Net Banking,Delivered,3.0,Karan Mehta
ORD-00719,2025-12-18,CUST-5083,Kabir Joshi,Male,32,Jaipur,Rajasthan,North,Furniture,Storage,Wardrobe,4,22499.21,0.0,89996.82,58757.19,31239.63,Cash,Pending,2.0,Priya Joshi
ORD-00720,2025-08-09,CUST-9853,Rahul Mehta,Male,41,Surat,Gujarat,West,Electronics,Accessories,Keyboard,6,910.08,0.1,4914.46,4592.06,322.39,Credit Card,Delivered,4.0,Om Kadam
ORD-00721,2024-12-08,CUST-3709,Anaya Verma,Female,32,Vadodara,Gujarat,West,Grocery,Packaged Food,Biscuits,1,212.84,0.15,180.92,178.59,2.33,UPI,Pending,3.0,Rohan Patil
ORD-00722,2024-12-03,CUST-5890,Aditya Deshmukh,Female,44,Durgapur,West Bengal,East,Furniture,Table,Dining Table,6,17964.34,0.15,91618.12,78162.94,13455.18,UPI,Pending,3.0,Karan Mehta
ORD-00723,2024-09-27,CUST-7265,Sakshi Mehta,Male,37,Hyderabad,Telangana,South,Grocery,Personal Care,Shampoo,1,243.77,0.1,219.39,175.68,43.72,UPI,Delivered,1.0,Amit Verma
ORD-00724,2025-02-03,CUST-4621,Karan Deshmukh,Male,34,Karimnagar,Telangana,South,Clothing,Men Wear,Formal Shirt,7,1321.17,0.1,8323.36,5784.51,2538.86,UPI,Delivered,4.0,Rohan Patil
ORD-00725,2025-09-12,CUST-6874,Atharv Khan,Female,41,Mumbai,Maharashtra,West,Furniture,Chair,Office Chair,1,5816.37,0.15,4943.92,4665.42,278.5,Debit Card,Delivered,1.0,Sneha Sharma
ORD-00726,2025-10-13,CUST-9459,Karan Gupta,Male,37,Bengaluru,Karnataka,South,Grocery,Personal Care,Soap Pack,2,191.34,0.1,344.41,282.45,61.96,Net Banking,Unknown,5.0,Neha Singh
ORD-00727,2025-05-25,CUST-2232,Aarav Verma,Male,18,Ahmedabad,Gujarat,West,Clothing,Men Wear,Formal Shirt,1,1300.2,0.0,1300.2,1121.45,178.75,Debit Card,Delivered,1.0,Sneha Sharma
ORD-00728,2024-10-05,CUST-9205,Arjun Singh,Female,19,Jaipur,Rajasthan,North,Grocery,Personal Care,Shampoo,3,264.07,0.05,752.6,682.7,69.9,Credit Card,Delivered,1.0,Neha Singh
ORD-00729,2024-06-20,CUST-2306,Karan Patil,Male,32,Warangal,Telangana,South,Electronics,Accessories,Mouse,2,638.37,0.2,1021.4,964.28,57.12,Debit Card,Delivered,2.0,Neha Singh
ORD-00730,2025-03-22,CUST-3784,Atharv Joshi,Male,49,Hubli,Karnataka,South,Electronics,Mobile,Samsung M14,3,14047.7,0.0,42143.1,26341.8,15801.3,Cash,Delivered,1.0,Sneha Sharma
ORD-00731,2025-12-19,CUST-1010,Kiara Gupta,Male,41,Hyderabad,Telangana,South,Furniture,Storage,Shoe Rack,2,2594.28,0.0,5188.56,4249.06,939.5,UPI,Delivered,3.0,Neha Singh
ORD-00732,2024-02-21,CUST-2789,Rahul Joshi,Male,27,Saket,Delhi,North,Electronics,Accessories,Mouse,6,580.78,0.0,3484.65,2242.87,1241.78,Credit Card,Delivered,5.0,Neha Singh
ORD-00733,2024-07-22,CUST-4406,Neha Singh,Female,37,Hyderabad,Telangana,South,Furniture,Chair,Study Chair,2,2560.67,0.0,5121.33,4463.82,657.52,Net Banking,Delivered,2.0,Amit Verma
ORD-00734,2024-06-06,CUST-6939,Arjun Iyer,Female,38,Saket,Delhi,North,Clothing,Women Wear,Saree,1,2396.94,0.15,2037.4,1745.3,292.1,UPI,Delivered,5.0,Om Kadam
ORD-00735,2024-04-01,CUST-5537,Om Singh,Male,39,Karimnagar,Telangana,South,Clothing,Footwear,Sneakers,4,2620.7,0.0,10482.8,8386.97,2095.84,Debit Card,Delivered,2.0,Sneha Sharma
ORD-00736,2025-04-10,CUST-7038,Rahul Iyer,Female,56,Karimnagar,Telangana,South,Clothing,Women Wear,Top,6,832.96,0.0,4997.77,3720.65,1277.12,Credit Card,Delivered,2.0,Rohan Patil
ORD-00737,2024-09-25,CUST-1179,Riya Patil,Male,48,Nagpur,Maharashtra,West,Electronics,Accessories,Keyboard,3,951.77,0.1,2569.77,2266.98,302.79,Debit Card,Delivered,2.0,Amit Verma
ORD-00738,2024-12-30,CUST-5830,Priya Singh,Female,45,Coimbatore,Tamil Nadu,South,Clothing,Men Wear,T-Shirt,1,723.6,0.1,651.24,489.85,161.4,UPI,Delivered,5.0,Karan Mehta
ORD-00739,2025-01-16,CUST-6329,Ishaan Kadam,Female,51,New Delhi,Delhi,North,Electronics,Laptop,Dell Inspiron,6,57819.08,0.05,329568.73,260955.0,68613.74,UPI,Delivered,4.0,Amit Verma
ORD-00740,2025-11-26,CUST-9978,Riya Sharma,Male,30,Durgapur,West Bengal,East,Furniture,Chair,Gaming Chair,5,12381.65,0.1,55717.42,39219.57,16497.85,Debit Card,Delivered,5.0,Karan Mehta
ORD-00741,2024-08-25,CUST-4052,Kabir Kulkarni,Male,34,Karimnagar,Telangana,South,Furniture,Storage,Bookshelf,3,5861.16,0.0,17583.47,15299.22,2284.25,UPI,Delivered,5.0,Priya Joshi
ORD-00742,2024-04-20,CUST-3586,Vivaan Joshi,Male,25,Saket,Delhi,North,Electronics,Accessories,Mouse,3,624.99,0.0,1874.98,1612.07,262.91,UPI,Delivered,1.0,Om Kadam
ORD-00743,2025-05-17,CUST-6769,Pooja Iyer,Male,55,Hyderabad,Telangana,South,Electronics,Laptop,Dell Inspiron,2,55042.41,0.0,110084.82,91514.67,18570.15,UPI,Delivered,1.0,Om Kadam
ORD-00744,2024-07-29,CUST-8727,Vivaan Mehta,Male,40,Mysuru,Karnataka,South,Electronics,Accessories,Power Bank,1,1449.44,0.05,1376.96,1063.94,313.02,Cash,Delivered,5.0,Karan Mehta
ORD-00745,2024-08-31,CUST-1906,Kiara Kadam,Female,30,Nagpur,Maharashtra,West,Furniture,Table,Dining Table,6,17927.32,0.1,96807.51,82511.65,14295.86,Credit Card,Delivered,4.0,Rohan Patil
ORD-00746,2025-09-16,CUST-4081,Riya Kulkarni,Male,46,Warangal,Telangana,South,Electronics,Mobile,Realme Narzo,5,12897.43,0.0,64487.14,54375.7,10111.44,Credit Card,Returned,1.0,Priya Joshi
ORD-00747,2025-03-17,CUST-8523,Om Joshi,Female,24,Dwarka,Delhi,North,Clothing,Men Wear,Jacket,3,2434.45,0.05,6938.18,5692.4,1245.77,Net Banking,Delivered,2.0,Rohan Patil
ORD-00748,2024-07-25,CUST-5490,Ishaan Kulkarni,Female,18,Warangal,Telangana,South,Electronics,Laptop,Asus Vivobook,3,48394.32,0.0,145182.96,108136.34,37046.62,Cash,Delivered,2.0,Sneha Sharma
ORD-00749,2024-08-27,CUST-5725,Om Jadhav,Male,18,Jodhpur,Rajasthan,North,Furniture,Table,Coffee Table,3,4536.67,0.0,13610.02,8593.49,5016.53,Cash,Pending,5.0,Karan Mehta
ORD-00750,2025-10-01,CUST-3985,Kabir Deshmukh,Female,51,Coimbatore,Tamil Nadu,South,Electronics,Laptop,Asus Vivobook,6,48250.31,0.0,289501.86,193904.67,95597.19,UPI,Delivered,2.0,Karan Mehta
ORD-00751,2025-07-30,CUST-2832,Arjun Jadhav,Male,45,Bengaluru,Karnataka,South,Grocery,Beverages,Coffee Pack,2,409.21,0.05,777.49,669.9,107.59,Credit Card,Delivered,1.0,Amit Verma
ORD-00752,2024-09-24,CUST-1256,Arjun Gupta,Male,42,Durgapur,West Bengal,East,Electronics,Laptop,Lenovo Ideapad,1,53420.33,0.2,42736.26,40826.74,1909.53,UPI,Delivered,2.0,Om Kadam
ORD-00753,2025-03-09,CUST-6692,Kiara Jadhav,Male,53,Jodhpur,Rajasthan,North,Furniture,Table,Work Desk,2,8505.55,0.1,15309.99,12090.7,3219.29,UPI,Delivered,1.0,Neha Singh
ORD-00754,2024-02-26,CUST-5512,Kiara Gupta,Male,59,Kolkata,West Bengal,East,Electronics,Mobile,Samsung M14,1,12969.99,0.15,11024.49,10850.41,174.08,Credit Card,Delivered,3.0,Sneha Sharma
ORD-00755,2024-03-20,CUST-6323,Riya Khan,Female,39,Ahmedabad,Gujarat,West,Clothing,Footwear,Sneakers,7,2301.24,0.1,14497.8,14060.98,436.82,Credit Card,Delivered,1.0,Priya Joshi
ORD-00756,2025-06-22,CUST-7957,Diya Jadhav,Male,29,Nagpur,Maharashtra,West,Furniture,Storage,Shoe Rack,6,2491.95,0.1,13456.5,9534.42,3922.08,Debit Card,Delivered,1.0,Karan Mehta
ORD-00757,2025-04-02,CUST-8838,Aarav Iyer,Male,42,Rajkot,Gujarat,West,Furniture,Storage,Shoe Rack,3,2675.8,0.05,7626.04,5712.31,1913.73,Net Banking,Delivered,3.0,Karan Mehta
ORD-00758,2025-05-07,CUST-1879,Diya Kulkarni,Female,60,Nagpur,Maharashtra,West,Furniture,Chair,Gaming Chair,4,11799.87,0.1,42479.53,35268.58,7210.95,UPI,Delivered,3.0,Neha Singh
ORD-00759,2024-12-01,CUST-3732,Aditya Iyer,Female,34,Ahmedabad,Gujarat,West,Grocery,Personal Care,Shampoo,3,242.2,0.0,726.6,544.25,182.35,UPI,Returned,2.0,Neha Singh
ORD-00760,2025-03-03,CUST-7604,Neha Jadhav,Male,55,Vadodara,Gujarat,West,Electronics,Mobile,OnePlus Nord,6,25822.93,0.0,154937.57,106923.18,48014.39,Cash,Delivered,3.0,Priya Joshi
ORD-00761,2024-03-12,CUST-7338,Aditya Kadam,Male,56,Hubli,Karnataka,South,Grocery,Personal Care,Toothpaste,5,139.6,0.1,628.2,526.98,101.22,Debit Card,Delivered,4.0,Sneha Sharma
ORD-00762,2025-09-07,CUST-4872,Karan Mehta,Female,28,Jodhpur,Rajasthan,North,Electronics,Mobile,iPhone 13,5,53752.1,0.0,268760.48,196747.62,72012.87,Cash,Delivered,3.0,Amit Verma
ORD-00763,2025-11-18,CUST-9655,Arjun Reddy,Male,60,Udaipur,Rajasthan,North,Furniture,Chair,Gaming Chair,1,11708.34,0.1,10537.51,7502.98,3034.53,Credit Card,Delivered,3.0,Neha Singh
ORD-00764,2025-07-15,CUST-8226,Neha Verma,Male,22,Surat,Gujarat,West,Clothing,Men Wear,T-Shirt,1,743.18,0.1,668.86,509.06,159.8,UPI,Delivered,4.0,Om Kadam
ORD-00765,2024-03-30,CUST-9243,Kabir Verma,Male,36,Kolhapur,Maharashtra,West,Clothing,Men Wear,Jeans,3,1934.48,0.0,5803.43,4499.11,1304.32,Credit Card,Delivered,2.0,Priya Joshi
ORD-00766,2024-08-19,CUST-7763,Sakshi Shaikh,Female,21,New Delhi,Delhi,North,Grocery,Personal Care,Toothpaste,3,144.35,0.0,433.04,278.16,154.88,UPI,Delivered,3.0,Neha Singh
ORD-00767,2024-10-17,CUST-8234,Pooja Mehta,Female,18,Salem,Tamil Nadu,South,Furniture,Storage,Bookshelf,2,6156.16,0.1,11081.09,8549.9,2531.19,Credit Card,Delivered,5.0,Karan Mehta
ORD-00768,2025-01-22,CUST-8400,Ishaan Gupta,Female,20,Howrah,West Bengal,East,Furniture,Chair,Study Chair,3,2390.06,0.0,7170.17,4683.03,2487.15,Debit Card,Delivered,4.0,Karan Mehta
ORD-00769,2024-05-01,CUST-4520,Karan Verma,Female,20,Coimbatore,Tamil Nadu,South,Clothing,Footwear,Formal Shoes,5,3159.06,0.0,15795.31,13458.85,2336.46,Debit Card,Delivered,4.0,Sneha Sharma
ORD-00770,2024-05-21,CUST-5150,Priya Singh,Female,29,Hyderabad,Telangana,South,Furniture,Table,Work Desk,5,7769.25,0.2,31077.01,32624.77,-1547.76,Credit Card,Pending,3.0,Neha Singh
ORD-00771,2025-11-01,CUST-9663,Kabir Verma,Male,30,Mysuru,Karnataka,South,Clothing,Men Wear,Formal Shirt,6,1340.19,0.0,8041.13,5688.31,2352.82,Credit Card,Pending,2.0,Priya Joshi
ORD-00772,2025-03-08,CUST-4041,Sara Kadam,Male,50,Warangal,Telangana,South,Grocery,Personal Care,Toothpaste,1,157.86,0.05,149.96,111.95,38.02,Credit Card,Delivered,1.0,Om Kadam
ORD-00773,2025-12-03,CUST-2631,Sakshi Gupta,Female,35,Chennai,Tamil Nadu,South,Furniture,Chair,Office Chair,5,6438.44,0.15,27363.39,27771.12,-407.74,UPI,Delivered,5.0,Amit Verma
ORD-00774,2025-04-07,CUST-8973,Arjun Sharma,Male,22,Coimbatore,Tamil Nadu,South,Furniture,Storage,Bookshelf,7,6002.47,0.15,35714.72,36458.22,-743.49,Cash,Delivered,2.0,Neha Singh
ORD-00775,2025-04-18,CUST-6206,Arjun Kadam,Male,43,Jaipur,Rajasthan,North,Grocery,Personal Care,Toothpaste,2,159.64,0.05,303.32,225.1,78.22,UPI,Delivered,2.0,Om Kadam
ORD-00776,2025-10-04,CUST-2495,Diya Jadhav,Female,33,Warangal,Telangana,South,Grocery,Packaged Food,Wheat Flour,6,486.04,0.05,2770.45,2375.51,394.94,Debit Card,Delivered,2.0,Rohan Patil
ORD-00777,2025-04-01,CUST-8768,Diya Kulkarni,Male,36,Hyderabad,Telangana,South,Clothing,Women Wear,Dress,6,2091.56,0.1,11294.4,8674.73,2619.66,UPI,Delivered,3.0,Sneha Sharma
ORD-00778,2025-04-12,CUST-5370,Kabir Shaikh,Male,50,Mysuru,Karnataka,South,Grocery,Personal Care,Soap Pack,1,209.84,0.1,188.86,173.15,15.71,Cash,Pending,4.0,Priya Joshi
ORD-00779,2024-03-29,CUST-5535,Kabir Iyer,Female,35,Salem,Tamil Nadu,South,Grocery,Packaged Food,Biscuits,2,206.91,0.2,331.05,305.95,25.11,Cash,Delivered,4.0,Karan Mehta
ORD-00780,2024-06-21,CUST-4872,Vivaan Verma,Female,52,Kolhapur,Maharashtra,West,Electronics,Laptop,Asus Vivobook,1,46960.11,0.05,44612.11,31418.4,13193.71,Credit Card,Delivered,5.0,Sneha Sharma
ORD-00781,2025-11-30,CUST-1544,Karan Kulkarni,Female,31,Karimnagar,Telangana,South,Electronics,Accessories,Power Bank,4,1461.11,0.15,4967.78,4041.13,926.65,Credit Card,Delivered,2.0,Neha Singh
ORD-00782,2024-02-28,CUST-7152,Riya Kulkarni,Male,26,Mumbai,Maharashtra,West,Clothing,Women Wear,Top,6,763.69,0.2,3665.7,3422.42,243.28,Debit Card,Delivered,1.0,Om Kadam
ORD-00783,2025-09-28,CUST-9634,Sakshi Verma,Male,22,Rajkot,Gujarat,West,Furniture,Table,Coffee Table,3,4523.87,0.1,12214.46,9887.42,2327.04,UPI,Delivered,2.0,Rohan Patil
ORD-00784,2025-01-21,CUST-4409,Anaya Kulkarni,Male,36,Saket,Delhi,North,Grocery,Packaged Food,Rice Bag,1,843.99,0.2,675.19,569.23,105.97,Debit Card,Delivered,2.0,Karan Mehta
ORD-00785,2024-08-18,CUST-3484,Aarav Kadam,Male,24,Saket,Delhi,North,Grocery,Beverages,Coffee Pack,5,387.03,0.15,1644.89,1622.76,22.13,Debit Card,Delivered,1.0,Priya Joshi
ORD-00786,2025-08-10,CUST-7839,Anaya Joshi,Male,25,Salem,Tamil Nadu,South,Electronics,Laptop,Dell Inspiron,6,54760.34,0.0,328562.05,258256.8,70305.26,Net Banking,Delivered,5.0,Neha Singh
